age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,synthetic_customer_id,customer_segment,age_group,income_tier,campaign_month_num,load_timestamp,source_file,record_hash
45,0,0,1,0,0,1,0,0,17,9,102,1,-1,0,3,0,72,1,2,2,11,2025-07-07 19:27:42.669,0,8601
45,0,0,3,0,857,0,0,1,8,5,49,7,-1,0,3,0,76,1,2,2,7,2025-07-07 19:27:42.669,0,9699
46,0,0,1,0,875,1,1,0,11,8,269,3,353,2,0,0,82,1,2,2,5,2025-07-07 19:27:42.669,0,2202
49,0,0,1,0,169,1,0,2,30,8,447,1,-1,0,3,0,100,1,2,2,5,2025-07-07 19:27:42.669,0,7254
50,0,0,1,0,0,1,0,2,20,6,174,1,-1,0,3,0,103,1,3,2,6,2025-07-07 19:27:42.669,0,1752
50,0,0,1,0,81,0,1,0,21,9,64,1,-1,0,3,0,104,1,3,2,11,2025-07-07 19:27:42.669,0,5217
50,0,0,1,0,797,1,0,1,25,5,72,8,-1,0,3,0,107,1,3,2,7,2025-07-07 19:27:42.669,0,1744
51,0,0,1,0,228,1,0,2,6,8,136,1,-1,0,3,0,111,1,3,2,5,2025-07-07 19:27:42.669,0,277
51,0,0,1,0,340,1,0,2,8,8,186,1,-1,0,3,0,112,1,3,2,5,2025-07-07 19:27:42.669,0,421
51,0,0,1,0,520,0,1,0,10,5,157,1,-1,0,3,0,113,1,3,2,7,2025-07-07 19:27:42.669,0,4143
52,0,0,3,0,0,0,0,0,26,1,168,4,-1,0,3,0,115,1,3,2,8,2025-07-07 19:27:42.669,0,6220
52,0,0,1,0,48,0,1,0,17,9,591,1,-1,0,3,0,116,1,3,2,11,2025-07-07 19:27:42.669,0,2967
52,0,0,1,0,361,0,1,0,20,9,147,1,-1,0,3,0,117,1,3,2,11,2025-07-07 19:27:42.669,0,9565
53,0,0,1,0,0,1,1,0,30,0,586,2,-1,0,3,0,121,1,3,2,4,2025-07-07 19:27:42.669,0,5469
53,0,0,1,0,223,1,1,0,22,5,534,1,-1,0,3,0,122,1,3,2,7,2025-07-07 19:27:42.669,0,783
53,0,0,1,0,592,1,0,2,13,8,151,1,-1,0,3,0,124,1,3,2,5,2025-07-07 19:27:42.669,0,8580
54,0,0,1,0,0,1,1,0,4,3,330,1,182,3,2,0,126,1,3,2,2,2025-07-07 19:27:42.669,0,1554
35,0,1,1,0,0,1,0,0,20,0,18,5,-1,0,3,0,5,1,1,2,4,2025-07-07 19:27:42.669,0,5722
35,0,1,1,0,0,0,0,0,7,5,78,11,-1,0,3,0,6,1,1,2,7,2025-07-07 19:27:42.669,0,5722
35,0,1,1,0,11,1,0,0,23,5,103,4,-1,0,3,0,8,1,1,2,7,2025-07-07 19:27:42.669,0,6805
35,0,1,1,1,76,0,1,2,17,6,107,1,-1,0,3,0,9,1,1,2,6,2025-07-07 19:27:42.669,0,1971
35,0,1,2,0,318,1,1,0,1,10,142,1,-1,0,3,0,12,1,1,2,10,2025-07-07 19:27:42.669,0,3918
35,0,1,1,0,421,1,0,0,18,9,350,1,-1,0,3,0,14,1,1,2,11,2025-07-07 19:27:42.669,0,8770
35,0,1,1,0,557,1,0,0,17,6,54,4,-1,0,3,0,15,1,1,2,6,2025-07-07 19:27:42.669,0,7454
35,0,1,1,0,725,1,0,0,20,9,219,7,133,1,0,0,16,1,1,2,11,2025-07-07 19:27:42.669,0,6326
35,0,1,1,0,786,0,1,0,25,5,322,1,-1,0,3,0,17,1,1,2,7,2025-07-07 19:27:42.669,0,8952
35,0,1,1,0,907,0,1,2,2,5,97,4,-1,0,3,0,19,1,1,2,7,2025-07-07 19:27:42.669,0,1184
36,0,1,1,0,0,1,1,0,11,8,94,1,-1,0,3,0,24,1,1,2,5,2025-07-07 19:27:42.669,0,310
36,0,1,1,0,0,0,1,0,29,5,113,8,-1,0,3,0,25,1,1,2,7,2025-07-07 19:27:42.669,0,310
36,0,1,1,0,75,1,0,2,4,5,52,4,-1,0,3,0,27,1,1,2,7,2025-07-07 19:27:42.669,0,2276
36,0,1,1,0,110,1,0,1,4,3,185,1,-1,0,3,0,30,1,1,2,2,2025-07-07 19:27:42.669,0,3164
36,0,1,1,0,162,1,1,0,20,0,340,2,-1,0,3,0,31,1,1,2,4,2025-07-07 19:27:42.669,0,1847
36,0,1,1,0,165,1,0,2,23,8,456,4,-1,0,3,0,32,1,1,2,5,2025-07-07 19:27:42.669,0,8215
36,0,1,2,0,211,1,0,2,5,8,146,2,-1,0,3,0,33,1,1,2,5,2025-07-07 19:27:42.669,0,10097
36,0,1,1,0,286,1,0,0,22,5,167,9,-1,0,3,0,35,1,1,2,7,2025-07-07 19:27:42.669,0,5883
36,0,1,1,0,465,1,0,2,20,8,160,1,-1,0,3,0,36,1,1,2,5,2025-07-07 19:27:42.669,0,4958
36,0,1,1,0,542,1,0,2,18,6,604,6,-1,0,3,0,37,1,1,2,6,2025-07-07 19:27:42.669,0,2033
36,0,1,2,0,586,1,0,0,28,4,126,1,-1,0,3,0,38,1,1,2,1,2025-07-07 19:27:42.669,0,8510
36,0,1,1,0,746,1,0,0,17,9,581,3,-1,0,3,0,39,1,1,2,11,2025-07-07 19:27:42.669,0,4193
36,0,1,1,0,898,0,0,0,15,5,118,5,-1,0,3,0,40,1,1,2,7,2025-07-07 19:27:42.669,0,6544
36,0,1,1,0,953,1,0,0,17,3,38,1,-1,0,3,0,41,1,1,2,2,2025-07-07 19:27:42.669,0,5268
37,0,1,2,0,0,1,0,0,17,9,65,2,119,1,0,0,50,1,1,2,11,2025-07-07 19:27:42.669,0,718
37,0,1,1,0,0,1,0,0,22,5,185,1,-1,0,3,0,51,1,1,2,7,2025-07-07 19:27:42.669,0,141
37,0,1,1,1,0,0,0,2,9,6,89,1,-1,0,3,0,52,1,1,2,6,2025-07-07 19:27:42.669,0,141
37,0,1,1,0,36,1,0,2,13,8,428,1,-1,0,3,0,54,1,1,2,5,2025-07-07 19:27:42.669,0,2895
37,0,1,1,0,68,1,1,0,13,8,151,2,351,1,0,0,55,1,1,2,5,2025-07-07 19:27:42.669,0,2524
37,0,1,1,0,96,0,0,0,5,3,102,1,182,3,2,0,57,1,1,2,2,2025-07-07 19:27:42.669,0,3173
37,0,1,1,0,529,1,0,0,16,11,234,1,149,2,1,0,60,1,1,2,9,2025-07-07 19:27:42.669,0,8099
37,0,1,1,0,641,1,0,2,5,6,42,1,-1,0,3,0,62,1,1,2,6,2025-07-07 19:27:42.669,0,508
38,0,1,1,0,0,1,0,1,16,5,284,8,-1,0,3,0,81,1,1,2,7,2025-07-07 19:27:42.669,0,3949
38,0,1,1,0,46,0,0,0,7,1,48,2,-1,0,3,0,82,1,1,2,8,2025-07-07 19:27:42.669,0,7033
38,0,1,1,0,47,1,1,0,31,5,50,11,-1,0,3,0,84,1,1,2,7,2025-07-07 19:27:42.669,0,8461
38,0,1,1,0,215,1,1,2,6,6,173,2,-1,0,3,0,85,1,1,2,6,2025-07-07 19:27:42.669,0,2721
38,0,1,1,0,326,1,0,0,17,0,69,2,-1,0,3,0,86,1,1,2,4,2025-07-07 19:27:42.669,0,4873
39,0,1,1,0,47,1,0,0,16,1,143,2,371,6,0,0,100,1,1,2,8,2025-07-07 19:27:42.669,0,8821
39,0,1,1,0,159,0,0,0,19,9,177,1,-1,0,3,0,103,1,1,2,11,2025-07-07 19:27:42.669,0,1058
39,0,1,2,0,259,1,0,2,19,8,27,1,-1,0,3,0,104,1,1,2,5,2025-07-07 19:27:42.669,0,9000
39,0,1,3,0,378,0,0,2,20,6,17,5,-1,0,3,0,107,1,1,2,6,2025-07-07 19:27:42.669,0,10105
39,0,1,0,0,444,1,0,0,8,8,374,2,-1,0,3,0,108,1,1,2,5,2025-07-07 19:27:42.669,0,4663
40,0,1,1,0,0,1,0,0,3,3,561,1,201,1,0,0,123,1,2,2,2,2025-07-07 19:27:42.669,0,5761
40,0,1,1,0,0,1,0,2,23,8,193,2,-1,0,3,0,124,1,2,2,5,2025-07-07 19:27:42.669,0,5761
40,0,1,1,0,67,0,1,0,19,9,359,2,152,5,0,0,125,1,2,2,11,2025-07-07 19:27:42.669,0,7720
40,0,1,0,0,189,1,0,2,27,8,160,2,-1,0,3,0,127,1,2,2,5,2025-07-07 19:27:42.669,0,5169
40,0,1,1,0,367,1,0,1,5,3,89,1,274,1,0,0,130,1,2,2,2,2025-07-07 19:27:42.669,0,8714
40,0,1,1,0,419,1,1,0,12,8,92,1,369,1,0,0,131,1,2,2,5,2025-07-07 19:27:42.669,0,3052
40,0,1,1,0,523,1,1,2,8,8,598,3,-1,0,3,0,132,1,2,2,5,2025-07-07 19:27:42.669,0,1040
40,0,1,1,0,732,0,0,0,9,11,71,1,139,4,2,0,133,1,2,2,9,2025-07-07 19:27:42.669,0,443
40,0,1,1,0,767,1,0,0,6,3,168,1,-1,0,3,0,135,1,2,2,2,2025-07-07 19:27:42.669,0,9503
40,0,1,1,0,824,1,0,0,17,0,359,1,-1,0,3,0,136,1,2,2,4,2025-07-07 19:27:42.669,0,1200
41,0,1,1,0,0,0,0,2,20,6,89,1,-1,0,3,0,147,1,2,2,6,2025-07-07 19:27:42.669,0,5857
41,0,1,1,0,0,1,0,0,17,9,595,2,-1,0,3,0,148,1,2,2,11,2025-07-07 19:27:42.669,0,5857
41,0,1,1,0,80,0,0,0,19,9,202,1,-1,0,3,0,151,1,2,2,11,2025-07-07 19:27:42.669,0,5634
41,0,1,1,0,120,0,1,0,8,5,489,1,-1,0,3,0,152,1,2,2,7,2025-07-07 19:27:42.669,0,2746
41,0,1,1,0,124,1,0,0,12,8,191,3,-1,0,3,0,153,1,2,2,5,2025-07-07 19:27:42.669,0,9380
41,0,1,1,0,338,1,0,2,16,8,121,1,-1,0,3,0,154,1,2,2,5,2025-07-07 19:27:42.669,0,10046
41,0,1,1,0,683,0,1,0,20,9,77,1,-1,0,3,0,155,1,2,2,11,2025-07-07 19:27:42.669,0,4939
42,0,1,1,0,12,1,0,0,16,0,466,4,-1,0,3,0,166,1,2,2,4,2025-07-07 19:27:42.669,0,5577
42,0,1,1,0,214,1,0,2,28,8,21,24,-1,0,3,0,168,1,2,2,5,2025-07-07 19:27:42.669,0,2860
42,0,1,1,0,281,1,0,2,15,8,118,1,-1,0,3,0,169,1,2,2,5,2025-07-07 19:27:42.669,0,9434
42,0,1,1,0,329,0,0,0,19,1,347,3,-1,0,3,0,170,1,2,2,8,2025-07-07 19:27:42.669,0,3994
42,0,1,1,0,437,1,0,0,11,1,120,3,190,1,0,0,171,1,2,2,8,2025-07-07 19:27:42.669,0,4117
42,0,1,1,0,445,1,0,2,7,8,202,2,-1,0,3,0,172,1,2,2,5,2025-07-07 19:27:42.669,0,602
42,0,1,1,0,534,1,0,2,16,8,139,2,-1,0,3,0,173,1,2,2,5,2025-07-07 19:27:42.669,0,5273
42,0,1,1,0,947,0,0,0,30,5,158,2,-1,0,3,0,174,1,2,2,7,2025-07-07 19:27:42.669,0,9158
43,0,1,1,0,0,0,0,2,20,6,804,12,-1,0,3,0,179,1,2,2,6,2025-07-07 19:27:42.669,0,7288
43,0,1,1,0,2,1,1,0,22,5,254,1,-1,0,3,0,180,1,2,2,7,2025-07-07 19:27:42.669,0,1740
43,0,1,1,0,59,1,0,0,15,5,60,3,-1,0,3,0,181,1,2,2,7,2025-07-07 19:27:42.669,0,352
43,0,1,1,0,71,0,0,2,7,8,180,5,-1,0,3,0,182,1,2,2,5,2025-07-07 19:27:42.669,0,2122
43,0,1,1,0,315,0,0,0,23,5,129,2,-1,0,3,0,187,1,2,2,7,2025-07-07 19:27:42.669,0,7148
43,0,1,1,0,323,1,1,0,12,8,43,3,369,2,0,0,188,1,2,2,5,2025-07-07 19:27:42.669,0,1358
43,0,1,1,0,388,1,0,0,19,9,111,2,-1,0,3,0,190,1,2,2,11,2025-07-07 19:27:42.669,0,6219
43,0,1,1,0,506,0,0,2,20,6,398,1,-1,0,3,0,191,1,2,2,6,2025-07-07 19:27:42.669,0,2482
43,0,1,1,0,616,1,0,2,9,8,168,2,-1,0,3,0,192,1,2,2,5,2025-07-07 19:27:42.669,0,9595
43,0,1,1,0,817,1,1,0,21,9,51,1,-1,0,3,0,193,1,2,2,11,2025-07-07 19:27:42.669,0,7302
43,0,1,1,0,877,1,0,0,2,3,135,1,-1,0,3,0,194,1,2,2,2,2025-07-07 19:27:42.669,0,9548
44,0,1,1,1,0,0,1,2,30,6,76,3,-1,0,3,0,198,1,2,2,6,2025-07-07 19:27:42.669,0,917
44,0,1,1,0,0,0,0,0,31,5,209,1,-1,0,3,0,199,1,2,2,7,2025-07-07 19:27:42.669,0,917
44,0,1,3,0,40,0,1,2,6,8,160,2,-1,0,3,0,200,1,2,2,5,2025-07-07 19:27:42.669,0,4323
44,0,1,1,0,262,1,0,0,9,5,74,1,-1,0,3,0,202,1,2,2,7,2025-07-07 19:27:42.669,0,7812
44,0,1,1,0,345,1,0,1,16,5,208,8,-1,0,3,0,203,1,2,2,7,2025-07-07 19:27:42.669,0,5383
44,0,1,1,0,497,1,0,0,3,3,321,3,270,2,1,0,205,1,2,2,2,2025-07-07 19:27:42.669,0,8056
44,0,1,1,0,764,1,0,0,3,11,232,1,213,1,0,0,206,1,2,2,9,2025-07-07 19:27:42.669,0,4776
45,0,1,1,0,0,1,0,0,18,9,108,5,-1,0,3,0,214,1,2,2,11,2025-07-07 19:27:42.669,0,6725
45,0,1,1,0,0,0,0,0,19,1,145,10,-1,0,3,0,215,1,2,2,8,2025-07-07 19:27:42.669,0,6725
45,0,1,1,0,0,0,0,0,14,1,113,2,-1,0,3,0,216,1,2,2,8,2025-07-07 19:27:42.669,0,6725
45,0,1,1,0,25,1,0,2,28,8,82,4,-1,0,3,0,217,1,2,2,5,2025-07-07 19:27:42.669,0,5237
45,0,1,1,0,46,1,0,0,5,8,234,1,-1,0,3,0,218,1,2,2,5,2025-07-07 19:27:42.669,0,8053
45,0,1,1,0,67,0,0,0,5,3,326,2,-1,0,3,0,219,1,2,2,2,2025-07-07 19:27:42.669,0,3362
45,0,1,1,0,111,1,0,0,11,1,173,1,-1,0,3,0,220,1,2,2,8,2025-07-07 19:27:42.669,0,7869
45,0,1,1,0,231,1,0,2,18,6,151,3,-1,0,3,0,227,1,2,2,6,2025-07-07 19:27:42.669,0,3475
45,0,1,1,0,256,0,0,0,21,9,135,2,-1,0,3,0,229,1,2,2,11,2025-07-07 19:27:42.669,0,2685
45,0,1,1,0,434,0,0,0,26,1,76,4,-1,0,3,0,230,1,2,2,8,2025-07-07 19:27:42.669,0,3378
45,0,1,1,0,805,1,0,2,15,8,186,3,-1,0,3,0,233,1,2,2,5,2025-07-07 19:27:42.669,0,8683
45,0,1,1,0,967,0,0,2,9,6,63,1,-1,0,3,0,235,1,2,2,6,2025-07-07 19:27:42.669,0,4625
46,0,1,1,0,0,1,1,0,20,0,239,2,259,2,0,0,248,1,2,2,4,2025-07-07 19:27:42.669,0,1510
46,0,1,1,0,171,1,1,0,11,10,251,1,430,1,0,0,252,1,2,2,10,2025-07-07 19:27:42.669,0,8604
46,0,1,1,0,179,1,0,0,29,4,194,4,436,1,1,0,253,1,2,2,1,2025-07-07 19:27:42.669,0,4948
46,0,1,1,0,186,1,0,0,11,8,643,2,-1,0,3,0,254,1,2,2,5,2025-07-07 19:27:42.669,0,1442
46,0,1,0,0,469,1,0,0,2,3,75,1,264,10,1,0,256,1,2,2,2,2025-07-07 19:27:42.669,0,1181
46,0,1,1,0,517,1,0,0,5,8,29,3,-1,0,3,0,257,1,2,2,5,2025-07-07 19:27:42.669,0,6505
46,0,1,1,0,526,0,1,0,31,5,251,3,-1,0,3,0,258,1,2,2,7,2025-07-07 19:27:42.669,0,1856
47,0,1,1,0,29,0,1,0,22,1,150,8,-1,0,3,0,271,1,2,2,8,2025-07-07 19:27:42.669,0,1811
47,0,1,1,0,298,1,0,0,11,8,183,1,-1,0,3,0,275,1,2,2,5,2025-07-07 19:27:42.669,0,4835
47,0,1,1,0,829,1,1,0,18,9,48,1,188,1,0,0,279,1,2,2,11,2025-07-07 19:27:42.669,0,10068
47,0,1,1,0,829,1,1,2,14,8,339,1,-1,0,3,0,280,1,2,2,5,2025-07-07 19:27:42.669,0,10068
47,0,1,3,0,989,0,0,2,19,6,116,1,-1,0,3,0,281,1,2,2,6,2025-07-07 19:27:42.669,0,1729
47,0,1,1,0,996,0,0,1,29,1,247,2,-1,0,3,0,282,1,2,2,8,2025-07-07 19:27:42.669,0,2638
48,0,1,1,0,0,1,0,0,17,5,109,4,-1,0,3,0,295,1,2,2,7,2025-07-07 19:27:42.669,0,6547
48,0,1,3,0,0,1,0,0,8,8,85,1,168,2,0,0,296,1,2,2,5,2025-07-07 19:27:42.669,0,5974
48,0,1,1,0,112,0,0,0,18,1,139,5,-1,0,3,0,298,1,2,2,8,2025-07-07 19:27:42.669,0,1999
48,0,1,1,0,191,1,0,0,5,3,238,3,-1,0,3,0,300,1,2,2,2,2025-07-07 19:27:42.669,0,611
48,0,1,1,0,292,1,1,0,29,5,164,6,-1,0,3,0,301,1,2,2,7,2025-07-07 19:27:42.669,0,2413
48,0,1,1,0,476,0,0,2,5,6,489,3,-1,0,3,0,303,1,2,2,6,2025-07-07 19:27:42.669,0,253
49,0,1,1,0,0,0,0,0,22,1,115,2,-1,0,3,0,312,1,2,2,8,2025-07-07 19:27:42.669,0,5778
49,0,1,1,0,167,0,1,0,9,5,51,1,-1,0,3,0,313,1,2,2,7,2025-07-07 19:27:42.669,0,3888
49,0,1,1,0,880,1,1,0,18,8,22,3,-1,0,3,0,315,1,2,2,5,2025-07-07 19:27:42.669,0,499
50,0,1,1,0,159,1,0,2,7,8,216,2,-1,0,3,0,325,1,3,2,5,2025-07-07 19:27:42.669,0,9426
50,0,1,1,0,219,1,0,0,15,5,419,7,-1,0,3,0,326,1,3,2,7,2025-07-07 19:27:42.669,0,5939
50,0,1,1,0,715,0,0,0,28,1,131,13,-1,0,3,0,328,1,3,2,8,2025-07-07 19:27:42.669,0,1384
50,0,1,1,0,736,1,0,2,14,8,74,1,-1,0,3,0,329,1,3,2,5,2025-07-07 19:27:42.669,0,4900
51,0,1,1,0,50,0,0,0,26,1,178,2,-1,0,3,0,341,1,3,2,8,2025-07-07 19:27:42.669,0,7027
51,0,1,1,0,176,0,0,0,28,4,214,1,183,2,0,0,342,1,3,2,1,2025-07-07 19:27:42.669,0,1278
51,0,1,0,0,658,1,0,2,14,8,369,1,-1,0,3,0,344,1,3,2,5,2025-07-07 19:27:42.669,0,1455
52,0,1,0,0,204,0,0,0,19,1,123,2,-1,0,3,0,351,1,3,2,8,2025-07-07 19:27:42.669,0,3431
52,0,1,1,0,299,0,0,0,19,9,310,4,-1,0,3,0,352,1,3,2,11,2025-07-07 19:27:42.669,0,398
52,0,1,1,0,423,1,1,0,20,10,139,2,96,7,0,0,353,1,3,2,10,2025-07-07 19:27:42.669,0,3561
52,0,1,1,0,484,1,0,2,6,8,128,1,-1,0,3,0,354,1,3,2,5,2025-07-07 19:27:42.669,0,4970
52,0,1,1,0,722,0,0,0,26,10,99,2,185,3,0,0,355,1,3,2,10,2025-07-07 19:27:42.669,0,9661
52,0,1,0,0,813,0,1,0,5,1,113,2,-1,0,3,0,356,1,3,2,8,2025-07-07 19:27:42.669,0,4077
53,0,1,0,0,228,1,0,2,16,8,97,1,-1,0,3,0,362,1,3,2,5,2025-07-07 19:27:42.669,0,8940
53,0,1,1,0,578,0,0,0,29,1,59,2,-1,0,3,0,364,1,3,2,8,2025-07-07 19:27:42.669,0,7694
54,0,1,1,0,0,1,1,0,23,5,117,1,-1,0,3,0,373,1,3,2,7,2025-07-07 19:27:42.669,0,8223
54,0,1,0,0,0,0,0,0,30,5,255,2,-1,0,3,0,374,1,3,2,7,2025-07-07 19:27:42.669,0,2138
54,0,1,2,0,19,0,0,0,26,1,131,2,-1,0,3,0,375,1,3,2,8,2025-07-07 19:27:42.669,0,5532
54,0,1,2,0,59,1,0,0,10,5,268,1,-1,0,3,0,376,1,3,2,7,2025-07-07 19:27:42.669,0,9154
54,0,1,1,0,865,1,0,0,17,9,71,1,-1,0,3,0,381,1,3,2,11,2025-07-07 19:27:42.669,0,8169
54,0,1,0,0,976,1,0,2,3,6,137,3,-1,0,3,0,382,1,3,2,6,2025-07-07 19:27:42.669,0,1767
35,0,2,1,0,0,1,0,0,8,8,376,3,-1,0,3,0,3,1,1,2,5,2025-07-07 19:27:42.669,0,9973
35,0,2,1,0,0,0,1,0,7,5,480,1,-1,0,3,0,4,1,1,2,7,2025-07-07 19:27:42.669,0,9973
35,0,2,0,0,8,1,0,2,16,8,148,18,-1,0,3,0,5,1,1,2,5,2025-07-07 19:27:42.669,0,5053
35,0,2,1,0,181,1,0,0,18,8,217,4,301,1,0,0,6,1,1,2,5,2025-07-07 19:27:42.669,0,9440
35,0,2,1,0,182,1,0,2,3,6,117,1,-1,0,3,0,7,1,1,2,6,2025-07-07 19:27:42.669,0,1346
35,0,2,1,0,368,1,0,2,16,8,218,3,-1,0,3,0,10,1,1,2,5,2025-07-07 19:27:42.669,0,2195
35,0,2,2,0,777,0,1,0,28,8,85,1,-1,0,3,0,12,1,1,2,5,2025-07-07 19:27:42.669,0,9284
35,0,2,1,0,855,1,0,2,12,8,241,3,-1,0,3,0,13,1,1,2,5,2025-07-07 19:27:42.669,0,8113
36,0,2,1,0,0,1,0,0,21,9,139,2,-1,0,3,0,18,1,1,2,11,2025-07-07 19:27:42.669,0,6015
36,0,2,1,0,115,0,0,0,4,8,134,3,91,1,0,0,20,1,1,2,5,2025-07-07 19:27:42.669,0,4691
36,0,2,1,0,191,1,0,0,25,5,18,7,-1,0,3,0,22,1,1,2,7,2025-07-07 19:27:42.669,0,4914
36,0,2,1,0,206,1,0,2,8,8,183,1,-1,0,3,0,23,1,1,2,5,2025-07-07 19:27:42.669,0,1050
36,0,2,1,0,449,1,0,2,20,6,136,3,-1,0,3,0,25,1,1,2,6,2025-07-07 19:27:42.669,0,9994
36,0,2,1,0,787,0,0,2,17,6,92,1,-1,0,3,0,27,1,1,2,6,2025-07-07 19:27:42.669,0,5300
36,0,2,1,0,810,1,0,2,17,6,296,1,-1,0,3,0,28,1,1,2,6,2025-07-07 19:27:42.669,0,8094
36,0,2,2,0,980,0,0,0,30,5,156,3,179,4,0,0,29,1,1,2,7,2025-07-07 19:27:42.669,0,3760
36,0,2,2,0,994,0,0,0,13,1,185,2,105,3,2,0,32,1,1,2,8,2025-07-07 19:27:42.669,0,2843
37,0,2,1,0,9,1,0,0,14,8,165,1,-1,0,3,0,42,1,1,2,5,2025-07-07 19:27:42.669,0,7384
37,0,2,1,0,22,1,0,0,7,8,28,2,289,5,0,0,43,1,1,2,5,2025-07-07 19:27:42.669,0,8939
37,0,2,1,0,192,1,0,2,23,8,105,2,-1,0,3,0,44,1,1,2,5,2025-07-07 19:27:42.669,0,7888
37,0,2,1,0,309,1,0,0,15,8,58,3,-1,0,3,0,46,1,1,2,5,2025-07-07 19:27:42.669,0,9970
37,0,2,1,0,781,0,0,0,20,1,75,1,-1,0,3,0,48,1,1,2,8,2025-07-07 19:27:42.669,0,4674
37,0,2,1,0,796,1,0,1,29,4,143,3,-1,0,3,0,49,1,1,2,1,2025-07-07 19:27:42.669,0,7203
37,0,2,1,0,810,1,0,0,8,0,376,1,295,1,0,0,50,1,1,2,4,2025-07-07 19:27:42.669,0,9397
37,0,2,2,0,869,0,0,0,30,5,60,8,-1,0,3,0,51,1,1,2,7,2025-07-07 19:27:42.669,0,8455
38,0,2,1,0,77,0,0,0,20,9,441,4,-1,0,3,0,59,1,1,2,11,2025-07-07 19:27:42.669,0,576
38,0,2,3,0,446,1,0,2,13,8,386,1,-1,0,3,0,62,1,1,2,5,2025-07-07 19:27:42.669,0,9021
39,0,2,3,0,0,1,0,0,11,8,62,1,-1,0,3,0,67,1,1,2,5,2025-07-07 19:27:42.669,0,4195
39,0,2,1,0,0,0,1,2,19,6,142,1,-1,0,3,0,68,1,1,2,6,2025-07-07 19:27:42.669,0,3177
39,0,2,1,0,14,1,1,2,13,8,19,9,-1,0,3,0,69,1,1,2,5,2025-07-07 19:27:42.669,0,4836
39,0,2,1,0,223,0,0,0,4,3,277,1,-1,0,3,0,70,1,1,2,2,2025-07-07 19:27:42.669,0,6924
40,0,2,1,0,90,1,0,2,2,6,252,4,-1,0,3,0,80,1,2,2,6,2025-07-07 19:27:42.669,0,8951
